codigo;fac_tcorr;fact_tsig;emp_tsig;emp_tcorr;pi_tcorr;pi_tsig;po_tcorr;po_tsig;c_dem;c_fin;c_cob;c_sum;fac_dif19;emp_dif19;m1_telet;m1_vonline;m1_erte;m1_despido;m1_sal;m1_rinv;m1_ico;m1_ocred;m1_aptrib;m1_alq;n8;gempleo;peso;rama12;ola;trim;m_recerte;m_solerte;m_ajus;m_cierre;m_telet;m_canales;m_mercad;m_tecno;m_rinv;m_capit;m_ico;m_ngeu;m_ayud;pi_1year;po_1year;cl_1year;dur_dsum;impguerra_inputen;impguerra_inputnen;impguerra_sum;impguerra_di;impguerra_dn;impguerra_inv;c_disp;c_comp;c_inccovid;c_incpol;c_energ;calidad_2020;peco_2020;fiab_2020;tamest_2020;tamrec_2020;anyconst_2020;pcost_2020;gva_output_2020;gop_output_2020;r1_2020;r2_2020;r3_2020;r4_2020;e1_2020;e2_2020;int_burden_2020;apps_2020;accp_2020;fixemp_2020;intang_2020;liquid_2020;calidad_2019;peco_2019;fiab_2019;tamest_2019;tamrec_2019;anyconst_2019;pcost_2019;gva_output_2019;gop_output_2019;r1_2019;r2_2019;r3_2019;r4_2019;e1_2019;e2_2019;int_burden_2019;apps_2019;accp_2019;fixemp_2019;intang_2019;liquid_2019;gva_2019_s;gva_2020_s;output_2019_s;output_2020_s;gop_2019_s;gop_2020_s
1d1e01a02005604887fa5c5a9d463ff90ecc65440f5ec7618f641fd81fbb5d27;2;2;2;2;2;2;2;2;5;2;2;2;2.5;-2.5;1;1;1;1;1;1;1;1;1;1;6;1;677.4185;Comercio;1;2020T4;;;;;;;;;;;;;;;;;;;;;;;;2;3;1;2;;S;S;;3;3;1995;31161.289;51.98;16.959999;16.59;1.24;18.35;15.34;10.3;51.5;0.63999999;27.82;39.599998;90.322578;0.60929167;23.762377;S;S;;3;3;1985;31935.48;54.290001;15.87;18.68;3.45;19.68;15.24;6.1599998;28.360001;0.98000002;26.129999;45.419998;90.322578;0.72793448;22.747953;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 100 a 499;De 100 a 499
0671a049b18291c33f860668dfff883869ab941660c1fc579003c92c7354daef;2;2;2;2;2;2;2;2;3;2;3;3;-12.5;2.5;;;;;;;;;;;5;1;492.36484;Comercio;7;2022T2;1;1;1;1;1;2;2;2;1;1;1;2;1;1;1;1;3;2;2;2;2;2;2;3;2;3;3;2;S;S;;2;1;1995;65222.219;19.92;2.29;3.6199999;1.5599999;5.0799999;2.0599999;41.48;944.52002;14.76;83.480003;60.630001;100;0;26.164848;S;S;;2;1;1985;72000;18.92;5.1599998;12.94;1.47;18.4;11.47;32.23;206.87;3.04;79.690002;40.669998;100;0;10.677552;De 1000 a 4999;De 1000 a 4999;10000 o más;10000 o más;De 1000 a 4999;De 100 a 499
cc259e2c6a4e26fcacc7c541693b7af9ce8bdd0925c3be3551ae28a426c304be;1;1;1;1;1;1;1;1;4;4;1;4;7.5;0;;;;;;;;;;;5;1;586.6639;Comercio;3;2021T2;4;1;1;1;1;1;1;4;1;1;1;4;;;;;;;;;;;;4;4;3;3;;S;S;;2;1;1999;54892.859;4.2600002;0.38999999;0;;-0.70999998;0;0;0;33.759998;40.740002;45.5;100;0;4.4086509;S;S;;2;1;1989;54206.898;5.5900002;2.01;9.6599998;;8.8699999;9.6599998;0;0;6.6999998;39.459999;28.549999;96.551727;0;8.1714077;De 1000 a 4999;De 1000 a 4999;10000 o más;10000 o más;De 500 a 999;De 100 a 499
cc259e2c6a4e26fcacc7c541693b7af9ce8bdd0925c3be3551ae28a426c304be;0;0;0;0;0;0;0;0;3;2;1;3;20;0;;;;;;;;;;;5;1;476.37427;Comercio;6;2022T1;;1;1;1;1;1;1;;1;1;1;1;1;2;2;1;4;;;;;;;3;3;3;3;1;S;S;;2;1;1999;54892.859;4.2600002;0.38999999;0;;-0.70999998;0;0;0;33.759998;40.740002;45.5;100;0;4.4086509;S;S;;2;1;1989;54206.898;5.5900002;2.01;9.6599998;;8.8699999;9.6599998;0;0;6.6999998;39.459999;28.549999;96.551727;0;8.1714077;De 1000 a 4999;De 1000 a 4999;10000 o más;10000 o más;De 500 a 999;De 100 a 499
cc259e2c6a4e26fcacc7c541693b7af9ce8bdd0925c3be3551ae28a426c304be;-2;-2;-2;-2;-2;-2;-2;-2;4;4;2;4;2.5;0;;;;;;;;;;;4;1;568.9687;Comercio;4;2021T3;4;1;1;1;1;1;1;4;1;1;1;4;1;;;;;;;;;;;3;3;2;2;;S;S;;2;1;1999;54892.859;4.2600002;0.38999999;0;;-0.70999998;0;0;0;33.759998;40.740002;45.5;100;0;4.4086509;S;S;;2;1;1989;54206.898;5.5900002;2.01;9.6599998;;8.8699999;9.6599998;0;0;6.6999998;39.459999;28.549999;96.551727;0;8.1714077;De 1000 a 4999;De 1000 a 4999;10000 o más;10000 o más;De 500 a 999;De 100 a 499
cc259e2c6a4e26fcacc7c541693b7af9ce8bdd0925c3be3551ae28a426c304be;1;1;1;1;1;1;1;1;3;3;3;3;20;0;;;;;;;;;;;4;2;478.224275;Comercio;7;2022T2;;;1;1;1;1;1;1;1;1;1;1;1;0;0;1;2;2;2;3;2;2;1;3;3;3;1;1;S;S;;2;1;1999;54892.859;4.2600002;0.38999999;0;;-0.70999998;0;0;0;33.759998;40.740002;45.5;100;0;4.4086509;S;S;;2;1;1989;54206.898;5.5900002;2.01;9.6599998;;8.8699999;9.6599998;0;0;6.6999998;39.459999;28.549999;96.551727;0;8.1714077;De 1000 a 4999;De 1000 a 4999;10000 o más;10000 o más;De 500 a 999;De 100 a 499
657d5b1524f93d6d5a5ead4c8f4fd43ca14f1ccebdbf7e3adb2505599a21507d;-2;-2;-2;-2;-2;-2;-2;-2;1;1;4;1;-60;-60;;;;;;;;;;;1;2;1059.64185;Industria y Energia;6;2022T1;1;1;1;;1;1;1;1;1;1;1;1;1;-2;-2;-2;;;;;;;;1;1;1;1;1;S;S;S;4;4;1982;13445.65;51.27;19.93;4.7399998;0;7.6599998;4.7399998;38.150002;777.37;0;31.82;0;100;0;14.669971;S;S;S;4;4;1972;7542.9102;24.26;-1.17;-0.41;0;-0.67000002;-0.41;39.52;-19292.461;0;23.74;0;100;0;9.6567402;De 10 a 49;De 10 a 49;De 50 a 99;De 50 a 99;De -1 a -49;De 10 a 49
657d5b1524f93d6d5a5ead4c8f4fd43ca14f1ccebdbf7e3adb2505599a21507d;2;2;2;2;2;2;2;2;1;1;4;1;-60;-60;;;;;;;;;;;1;2;1083.90845;Industria y Energia;7;2022T2;;;;;;;;;;;;;;2;-2;2;;1;1;1;1;1;1;1;1;1;1;1;S;S;S;4;4;1982;13445.65;51.27;19.93;4.7399998;0;7.6599998;4.7399998;38.150002;777.37;0;31.82;0;100;0;14.669971;S;S;S;4;4;1972;7542.9102;24.26;-1.17;-0.41;0;-0.67000002;-0.41;39.52;-19292.461;0;23.74;0;100;0;9.6567402;De 10 a 49;De 10 a 49;De 50 a 99;De 50 a 99;De -1 a -49;De 10 a 49
05c18a4a78fd156a4ab3501f5d52e60d72e2c0ac09d9e969510890e401e0490a;0;0;0;0;0;0;0;0;3;3;2;3;0;0;2;2;2;2;2;2;2;2;2;2;5;2;160.12143;Industria y Energia;1;2020T4;;;;;;;;;;;;;;;;;;;;;;;;3;3;2;3;;S;S;;2;1;1999;45555.559;78.489998;52.09;2;3.47;1.9299999;-1.47;4.6199999;92.709999;3.21;;16.6;100;0;4.9739981;S;S;;2;1;1989;44222.219;38.43;29.32;4.29;2.96;4.4200001;1.33;8.8400002;113.51;3.3599999;24.6;3.0899999;100;0;6.6831393;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 500 a 999
05c18a4a78fd156a4ab3501f5d52e60d72e2c0ac09d9e969510890e401e0490a;2;2;2;2;2;2;2;2;4;3;1;4;0;2.5;;;;;;;;;;;5;2;124.07934;Industria y Energia;3;2021T2;1;1;1;1;2;1;1;3;1;1;1;1;;;;;;;;;;;;3;3;3;3;;S;S;;2;1;1999;45555.559;78.489998;52.09;2;3.47;1.9299999;-1.47;4.6199999;92.709999;3.21;;16.6;100;0;4.9739981;S;S;;2;1;1989;44222.219;38.43;29.32;4.29;2.96;4.4200001;1.33;8.8400002;113.51;3.3599999;24.6;3.0899999;100;0;6.6831393;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 500 a 999
05c18a4a78fd156a4ab3501f5d52e60d72e2c0ac09d9e969510890e401e0490a;0;0;0;0;0;0;0;0;3;3;1;3;0;2.5;;;;;;;;;;;5;3;115.551545;Industria y Energia;4;2021T3;;1;1;1;2;1;1;3;1;1;1;1;1;;;;;;;;;;;3;3;3;3;;S;S;;2;1;1999;45555.559;78.489998;52.09;2;3.47;1.9299999;-1.47;4.6199999;92.709999;3.21;;16.6;100;0;4.9739981;S;S;;2;1;1989;44222.219;38.43;29.32;4.29;2.96;4.4200001;1.33;8.8400002;113.51;3.3599999;24.6;3.0899999;100;0;6.6831393;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 500 a 999
05c18a4a78fd156a4ab3501f5d52e60d72e2c0ac09d9e969510890e401e0490a;1;1;1;1;1;1;1;1;3;3;1;3;0;0;;;;;;;;;;;5;3;127.31852;Industria y Energia;6;2022T1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;0;;;;;;;;3;3;3;3;2;S;S;;2;1;1999;45555.559;78.489998;52.09;2;3.47;1.9299999;-1.47;4.6199999;92.709999;3.21;;16.6;100;0;4.9739981;S;S;;2;1;1989;44222.219;38.43;29.32;4.29;2.96;4.4200001;1.33;8.8400002;113.51;3.3599999;24.6;3.0899999;100;0;6.6831393;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 500 a 999
05c18a4a78fd156a4ab3501f5d52e60d72e2c0ac09d9e969510890e401e0490a;1;1;1;1;1;1;1;1;3;3;3;3;0;0;;;;;;;;;;;3;3;146.905975;Industria y Energia;7;2022T2;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;0;;2;2;3;3;3;2;3;3;2;2;2;S;S;;2;1;1999;45555.559;78.489998;52.09;2;3.47;1.9299999;-1.47;4.6199999;92.709999;3.21;;16.6;100;0;4.9739981;S;S;;2;1;1989;44222.219;38.43;29.32;4.29;2.96;4.4200001;1.33;8.8400002;113.51;3.3599999;24.6;3.0899999;100;0;6.6831393;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 500 a 999
05c18a4a78fd156a4ab3501f5d52e60d72e2c0ac09d9e969510890e401e0490a;1;1;1;1;1;1;1;1;1;1;4;1;0;0;;;;;;;;;;;3;3;121.391695;Industria y Energia;2;2021T1;;;1;1;2;1;1;2;1;1;1;1;;;;;;;;;;;;;;;;;S;S;;2;1;1999;45555.559;78.489998;52.09;2;3.47;1.9299999;-1.47;4.6199999;92.709999;3.21;;16.6;100;0;4.9739981;S;S;;2;1;1989;44222.219;38.43;29.32;4.29;2.96;4.4200001;1.33;8.8400002;113.51;3.3599999;24.6;3.0899999;100;0;6.6831393;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 1000 a 4999;De 500 a 999
